0,1,2
19.548714,4.294918,1.0858805
-32.81058,12.306324,1.6804165
14.851365,0.0201929,5.646571
15.542293,-1.2852606,5.1145477
-32.453632,12.058683,0.08911378
-10.7419,1.2165469,1.7914702
27.6405,-0.10658333,-1.4135138
-0.8405059,7.5825987,1.288929
39.352474,-2.8339224,4.7686887
5.516943,-0.46011433,1.2236454
0.83865404,8.866437,1.0729765
20.123316,5.4022455,1.7204057
16.512379,-0.21125558,0.99643457
31.720379,-4.5966163,3.57438
31.977266,-4.6291103,3.634332
21.809856,0.32082838,4.5263944
13.768626,1.2950429,6.8728843
22.097113,-0.27250132,-2.3262906
-33.592052,12.559161,1.5504487
-32.968807,13.479186,0.34543157
29.661442,-3.8099923,2.3855202
-16.0485,6.1558347,0.8233605
10.229502,-1.8007485,-2.6379855
35.792828,-3.0317278,5.1304183
30.077543,-2.930081,5.3917465
-5.1474147,1.6359271,4.025185
22.645609,-1.3298573,5.91635
-13.947168,3.5001297,-8.2231045
0.8661737,1.5607724,8.025444
9.571957,0.2883193,2.6113117
-3.2805004,2.2829514,3.8580933
14.905581,-2.14413,5.3400474
25.728954,-4.410146,2.7148585
14.890892,1.7314528,5.755966
28.070381,-2.2254176,6.9131165
8.656153,1.3646994,5.287298
36.674576,-3.2381954,3.6759033
37.732563,-1.1523955,1.55288
19.36701,-0.93884903,5.223979
22.679125,3.3373158,-1.2281713
9.383304,2.0595057,3.9373028
-18.910967,4.23844,3.2947967
-8.596779,5.5776696,-1.1423608
34.37628,-3.8836164,2.2517054
18.500267,2.9202907,-0.8159019
6.76365,3.5874064,2.9372828
-20.78613,4.8731627,1.3553035
-32.199028,11.538494,2.2922828
8.975316,5.6390147,-3.2742007
22.179052,-0.7722091,-2.1885216
23.704412,-1.5214955,5.9299603
-34.07955,11.652573,2.361944
-20.006105,5.140881,2.043771
38.225327,-3.2491481,3.2426975
22.286823,-0.65745556,-2.6036737
-19.371025,6.297247,1.0431321
0.04520427,6.1372933,0.478594
-32.316914,10.9860525,3.0182974
11.981935,2.9977856,-3.4465501
-13.778999,3.4254563,-8.349651
30.847204,-0.87006336,-0.12112256
18.039316,2.823158,-2.7587492
21.367569,4.65314,2.5902712
19.227528,-0.28225031,1.3041795
11.344002,0.011410844,-2.1549108
11.971637,0.22075966,-2.431634
-22.58676,2.5286822,0.63296336
29.563242,1.3529596,2.1701446
32.946278,-0.19830717,1.8133645
17.691465,5.041301,-1.733479
0.8686531,2.0792243,-2.2178705
21.400242,1.9494874,-1.4408528
-11.587201,4.3934646,4.7785754
0.5971004,-2.4994655,3.2683108
15.911306,4.0967655,4.622108
15.562044,1.3833089,-2.0609717
7.4638906,3.5727704,0.8504127
6.955537,4.687461,1.2441337
8.713528,3.3042793,0.2519455
9.117037,1.1014605,-1.5502571
11.259292,8.633489,-2.728312
5.7918587,-5.4089456,2.171554
12.371343,-0.25074348,-2.1854286
6.8869457,0.9485,2.19154
5.2016797,2.06452,3.0357723
9.636221,-0.8423739,2.8378086
18.071169,3.9001396,1.3138424
6.1690397,0.626877,0.16573319
13.939931,1.8778515,-1.1578335
-22.168823,2.92882,1.4751065
30.149834,1.1972672,2.3502245
7.2954903,1.817406,-0.77896273
41.093075,-5.284652,0.22884397
29.50881,-1.3281245,4.1265535
2.5639615,4.7882657,4.126237
-21.81312,3.5974762,0.0688575
15.193479,0.57299066,-2.7446268
39.567577,-5.9682136,1.6706746
12.418601,4.115396,4.7093153
8.720887,-5.608151,5.4335804
15.939564,-3.818265,2.3655689
37.511448,-5.647168,4.940065
-18.778826,5.235559,3.5893416
16.700457,-1.6105609,-3.8166645
36.73844,-1.49155,0.81561047
35.98043,-0.83020765,3.3849342
4.936115,2.0703933,0.17999019
21.617043,-2.6428888,1.682365
22.957409,-1.3121556,0.79076135
3.3115733,3.0880716,2.0323591
12.683372,2.5421371,3.9348578
26.147846,2.3518705,2.4751008
-11.767461,-5.5214148,6.656715
22.508886,3.5272043,3.2083583
13.203547,0.64136887,2.2859306
0.09667662,5.4799023,0.13792023
14.889576,2.8481758,3.2429197
4.6172338,5.325878,1.1254019
32.254337,-0.33395368,1.8372078
20.739616,4.014868,3.057536
-1.7951344,-0.7669646,1.1504221
10.878806,7.121144,-2.5293245
31.518906,-8.208263,4.4397793
3.9426599,3.665402,-1.4075065
-33.59646,10.51197,0.300746
16.049864,1.0616521,-2.019151
29.002363,1.8107874,2.1696196
27.466753,-1.0105499,2.9292326
17.949688,2.6080787,-3.4432
24.344957,4.295202,0.38600877
5.5590363,6.0858674,1.0869026
10.763565,1.9516256,-2.4820685
-25.380135,8.535641,0.93842024
0.93931055,3.2856097,-0.32704082
2.4982312,4.3691688,3.271096
4.208741,3.8129637,-1.2425226
10.076896,4.3283772,4.3602333
25.986277,0.18624131,2.288049
21.653017,-0.8890001,-0.013099654
16.930532,1.2432194,3.2314985
31.64273,-2.6177075,4.736823
35.369102,-6.6185045,4.404112
4.286148,2.6183896,0.23548344
19.58266,4.370746,4.272689
11.893735,5.4751215,-0.4610825
-24.141903,6.620703,4.1908994
5.245001,3.8270764,2.7507524
18.92889,-1.058628,-1.8964823
-22.886639,5.377099,1.3730366
18.46963,3.3430898,3.7502198
16.948599,1.4028233,3.327168
26.926098,0.99901915,3.6997073
3.7838233,3.2931108,-2.1903043
-0.25583926,2.4349594,-1.7664105
18.772558,4.7424784,5.312035
29.149172,-1.1120553,4.1524563
23.133528,-3.25472,3.1594234
24.109678,2.3857834,3.6458309
39.604527,-4.2754946,0.6176797
11.412152,1.73279,-1.7237139
2.4151208,-2.1534672,3.6565747
5.749797,2.1719635,0.24571216
37.142242,-1.5474225,0.9011166
42.5801,-5.3249884,1.3021765
10.209404,10.135049,-2.7680483
13.381225,0.33594054,3.8492737
32.533287,-4.639847,0.24980026
30.501322,0.976563,2.5182235
18.381706,3.915895,5.049164
-8.435233,2.162557,0.620239
39.955044,-4.4206467,1.5281687
22.432888,-0.18107945,-0.74938464
11.769192,1.7486264,-3.6475093
19.30404,5.1613154,2.5846193
-0.62674266,4.9341235,1.7708117
37.008568,-2.3288345,1.9016321
41.406006,-5.4217963,0.23252797
36.905888,-5.9797344,3.0308025
19.50138,-0.48994043,1.6022573
15.034895,-1.789281,2.6449502
-0.8291666,7.6613894,0.20668481
41.066475,-2.8975985,2.315206
1.0745974,-4.7461853,4.0929127
20.418734,5.1680226,-3.9462647
28.959831,1.0389975,1.557591
19.461407,-0.7402601,-1.1093388
-8.409148,1.5035634,-0.83743495
-25.107315,3.5045762,4.4376235
23.304089,-1.5688844,1.217623
-17.93308,-6.6638336,-5.2114725
21.13033,-1.1649578,1.8863713
18.95567,-1.9771166,-0.5705434
21.221022,4.2690067,3.1004267
39.88166,-5.2294574,0.28441232
-25.796606,7.272975,-0.45939746
42.445232,-4.025764,1.242541
23.383108,6.2358737,-1.5382699
22.539288,-1.6877693,-0.6318
26.54294,1.6455215,3.1475415
22.14124,1.5703865,2.9697607
14.276183,0.65956974,-1.444737
-0.58221,1.8981159,-3.0525537
4.918515,2.764512,2.4280171
23.69902,3.9053056,-3.1476672
4.894294,-2.2025816,2.595202
18.355179,-4.462219,2.739705
-7.017743,0.6795997,-0.57543415
19.84415,-5.1919436,2.7451308
40.669018,-3.153103,1.8614182
8.804736,2.084702,0.9388334
29.11452,0.32540503,1.1845534
7.727174,-0.10396273,-0.21264738
1.3802837,2.6201015,-3.6126325
12.31729,1.0046101,-2.9506156
25.396345,2.112777,-1.5679543
13.4256525,1.2895416,3.5900736
32.384747,-4.376813,-0.71179986
25.41507,4.902679,1.4716507
14.545322,-1.9794364,-2.703439
-24.839159,7.280819,2.8346398
18.004337,0.0009967918,-0.6392541
35.660755,-6.6155477,4.1117973
18.164804,0.8692179,-1.0192556
3.2701526,-2.5969574,4.8936653
38.105,-5.7009363,5.5344634
19.157839,4.2875657,2.4782715
17.314953,4.7873335,-2.686511
31.562662,-0.9616509,3.8548295
18.382257,3.2658699,5.176328
22.533638,0.10031125,-1.466448
42.263042,-4.4536963,2.079453
37.994766,-5.7224774,5.542902
3.6012905,2.981348,2.0797114
19.73836,-0.71939814,-1.7286874
17.585608,0.3744217,-3.8513613
31.02661,-0.573529,2.2546587
14.974838,0.88020617,-3.0097222
23.205019,2.7009199,3.2386413
9.727059,-2.9342215,3.1147132
-1.8305969,11.76609,2.4928312
4.2968125,0.90687144,-0.15174681
5.6546445,-0.19460297,-1.9993651
27.657475,1.7410574,0.5303969
31.269457,-0.3368215,4.115428
-24.176485,7.0701766,-0.7347242
-3.725879,6.3994627,2.087092
29.512184,-2.4046457,-0.42344618
21.393084,-4.524585,3.1507092
7.2042804,1.9671181,-0.22730307
24.922468,0.7208719,2.7995114
23.783125,1.8177965,3.067273
27.935276,2.83728,0.9973631
5.065499,-0.185856,-0.25230595
3.7791586,1.7436899,2.2682655
23.840162,1.3280008,3.174396
15.384997,0.6629644,-1.0522317
7.343469,-3.3731656,4.285127
33.663082,-4.5278983,2.1299486
4.1172776,0.758477,0.35045716
6.511538,-5.848068,2.027529
20.368923,-5.698343,3.3190343
-4.719853,-0.4342446,2.3839483
-33.23948,10.713537,3.7450643
3.7214942,2.1125898,0.3457419
27.250837,0.723797,3.0561736
10.717451,9.975474,-1.9872267
10.390732,10.421857,-0.86055267
24.638393,3.6899242,2.4309487
21.71316,0.55563176,2.2072554
5.187422,1.4189187,0.68079215
9.845781,1.1657777,-1.5030941
5.173527,5.2266335,0.41036326
17.062592,-0.42533326,-1.3095274
18.966831,1.0561234,-0.5516537
17.67618,-0.2225703,-1.8558303
4.5569034,2.1617656,0.88942784
4.5862665,1.6836907,-2.1933076
14.490298,0.50158566,-0.2681635
19.992033,-0.10865001,-0.29766113
13.008366,0.5824018,2.2714195
-25.896435,5.3092036,4.1802735
8.521392,2.065247,1.8373885
-3.3463845,4.1720467,1.0761956
20.690086,-1.2224706,1.3552518
31.327024,-0.79168946,3.8793771
4.8222513,1.2904308,0.80046654
5.868003,1.9870995,0.09238677
10.220571,1.0721318,-2.6516368
23.68432,2.6167426,3.283405
19.696342,1.4049472,-1.1789836
20.67815,4.001841,6.0802107
11.899648,2.2801683,-5.5597267
23.246672,-3.002141,3.0026057
0.50268734,6.409048,2.5805159
25.511024,2.6147814,2.9936597
39.951984,-4.7111154,1.1138896
0.67649055,11.561228,-0.1565071
14.669357,0.015543951,-2.1527238
12.216801,3.59501,4.570205
29.307663,-3.081548,2.1423714
1.886499,1.0145603,-0.21942103
11.348891,5.844488,1.8060308
0.30565262,3.702559,-0.17527285
26.451809,0.40075135,2.2563617
22.299662,0.19770645,-0.505105
33.525436,-6.987417,5.1745334
1.339835,4.8568635,1.9239686
19.436676,-4.7983627,3.3280573
27.225212,0.4923054,2.5830936
5.066469,2.2257886,-1.6098565
29.686676,-0.14040913,0.6010377
28.082565,0.21984646,1.1529145
16.590322,5.7354913,1.0679737
-5.1174965,-4.0069075,4.3646097
6.1280966,2.1929805,-0.2808154
35.40786,-0.2990267,3.6805215
31.002989,-2.5497646,4.6483135
19.50636,4.426314,4.625272
4.16982,2.347262,1.7216264
28.640558,2.2392068,2.2686145
7.1862154,3.060588,-1.8065139
-14.132038,1.3769419,1.6243659
33.766457,-1.4461743,1.121479
7.5223136,3.0676825,-0.663608
25.735607,2.5401347,3.1328795
5.335358,0.93257374,0.23878096
4.302857,3.9345372,0.26100495
36.151325,-1.2313727,0.5718018
15.499326,-1.0139638,-2.163576
13.5907545,8.470948,-0.08805892
30.070518,-1.2589291,1.3681744
2.2044778,11.639941,1.3901128
15.938257,-0.8166145,3.1898785
2.1093142,-2.2916017,3.8451023
36.267284,-6.178907,4.279009
12.452409,9.524175,-1.9232081
22.68791,3.3681426,3.4210954
0.42064902,6.8372245,2.7103922
0.48704487,2.0582132,-1.9800303
0.30714488,-0.97992957,3.9578686
23.118988,3.5050204,3.3649764
4.6979547,0.54823124,-3.0347037
21.490232,-1.5698043,2.2795787
5.5027633,2.7258472,-0.67945474
4.9217954,2.8715868,2.2655458
17.696465,-0.774694,1.1489836
-18.9932,4.0879054,5.091756
11.725125,8.146353,-0.37544248
34.815845,-6.145499,4.879396
6.389881,0.5052498,-3.0524693
1.0573702,-4.2870927,3.4877188
10.498636,2.9457593,-1.184603
18.527746,-0.4506502,2.1134171
19.084148,0.030204993,0.9300106
-21.975538,3.2480147,1.2160517
28.16689,0.06925865,1.5461465
21.57883,-2.837389,2.016757
21.007278,-7.054829,3.459375
12.568734,0.99348366,-2.1545258
